100, 100
100, 101
100, 102
100, 103
100, 104
100, 105
100, 106
100, 107
100, 108
100, 109
100, 110
100, 111
100, 112
100, 113
100, 114
100, 115
100, 116
100, 117
100, 118
100, 119
100, 120
100, 121
100, 122
100, 123
100, 124
100, 125
100, 126
100, 127
100, 128
100, 129
100, 130
100, 131
100, 132
100, 133
100, 134
100, 135
100, 136
100, 137
100, 138
100, 139
100, 140
100, 141
100, 142
100, 143
100, 144
100, 145
100, 146
100, 147
100, 148
100, 149
100, 150
101, 125
102, 125
103, 125
104, 125
105, 125
106, 125
107, 125
108, 125
109, 125
110, 125
111, 125
112, 125
113, 125
114, 125
115, 125
116, 125
117, 125
118, 125
119, 125
120, 125
120, 100
120, 101
120, 102
120, 103
120, 104
120, 105
120, 106
120, 107
120, 108
120, 109
120, 110
120, 111
120, 112
120, 113
120, 114
120, 115
120, 116
120, 117
120, 118
120, 119
120, 120
120, 121
120, 122
120, 123
120, 124
120, 125
120, 126
120, 127
120, 128
120, 129
120, 130
120, 131
120, 132
120, 133
120, 134
120, 135
120, 136
120, 137
120, 138
120, 139
120, 140
120, 141
120, 142
120, 143
120, 144
120, 145
120, 146
120, 147
120, 148
120, 149
120, 150
130, 120
130, 121
130, 122
130, 129
130, 130
130, 131
130, 132
130, 133
130, 134
130, 135
130, 136
130, 137
130, 138
130, 139
130, 140
130, 141
130, 142
130, 143
130, 144
130, 145
130, 146
130, 147
130, 148
130, 149
130, 150
